2009	18	解答	拉格朗日中值定理的证明	导函数极限定理
2009	19	解答	高斯公式挖奇点法	曲面积分的计算
2009	20	解答	非齐次线性方程组求解	向量组线性无关的证明
2009	21	解答	二次型矩阵的特征值	二次型的规范形与惯性指数
2009	22	解答	古典概型与条件概率	二维离散型随机变量的联合分布	多项分布
2009	23	解答	矩估计量	最大似然估计量
2010	1	选择	1的无穷次幂型极限	等价无穷小替换求极限
2010	2	选择	隐函数求偏导	齐次函数的欧拉定理
2010	3	选择	反常积分的敛散性判别
2010	4	选择	二重积分的定义与和式极限
2010	5	选择	矩阵秩的不等式	AB=E 时的秩关系
2010	6	选择	由矩阵方程确定特征值	实对称矩阵正交相似对角化
2010	7	选择	分布函数的跳跃与点概率
2010	8	选择	概率密度的规范性条件	分段定义的概率密度
2010	9	填空	参数方程求二阶导数	变限积分求导
2010	10	填空	定积分的换元法	分部积分法
2010	11	填空	平面曲线积分的参数化直接计算	分段光滑曲线上的积分
2010	12	填空	三重积分求形心坐标	柱面坐标计算三重积分
2010	13	填空	向量组的秩与生成子空间的维数
2010	14	填空	泊松分布的识别与数字特征
2010	15	解答	二阶常系数非齐次线性微分方程	特解形式的待定系数法
2010	16	解答	变限积分求导	函数单调区间与极值
2010	17	解答	定积分的比较与不等式	夹逼准则求极限
2010	18	解答	幂级数的收敛域	逐项求导求和函数
2010	19	解答	曲面的切平面与法向量	第一类曲面积分的计算
2010	20	解答	线性方程组解的个数与秩的关系	含参线性方程组的讨论
2010	21	解答	由标准形反求二次型矩阵	正定矩阵的判定
2010	22	解答	二维正态分布的识别	条件概率密度
2010	23	解答	无偏估计的判定	多项分布的方差协方差
2011	1	选择	拐点的判定	高阶重根处的凹凸性变化
2011	2	选择	幂级数的收敛域	莱布尼茨判别法
2011	3	选择	二元函数极值的充分条件	多元函数无条件极值
2011	4	选择	定积分的比较与不等式
2011	5	选择	初等矩阵与初等变换	矩阵分解为初等矩阵之积
2011	6	选择	伴随矩阵的秩	齐次方程组基础解系与通解
2011	7	选择	概率密度的规范性条件	分布函数与概率密度的关系
2011	8	选择	最大值最小值的期望	独立随机变量乘积的期望
2011	9	填空	平面曲线弧长公式	变限积分求导
2011	10	填空	一阶线性微分方程通解公式
2011	11	填空	变限积分求偏导	多元复合函数的二阶偏导数
2011	12	填空	斯托克斯公式	空间曲线积分的参数化直接计算
2011	13	填空	正交变换化二次型为标准形	二次型矩阵的特征值
2011	14	填空	二维正态分布的独立性	正态分布的数字特征
2011	15	解答	1的无穷次幂型极限	等价无穷小替换求极限
2011	16	解答	多元复合函数的二阶偏导数	极值的必要条件
2011	17	解答	方程实根个数的讨论	单调性与零点定理
2011	18	解答	拉格朗日中值定理证明不等式	单调有界准则
2011	19	解答	二重积分的分部积分与累次积分	交换积分次序
2011	20	解答	向量组线性表示的条件	含参线性方程组的讨论
2011	21	解答	实对称矩阵的特征值与特征向量	实对称矩阵正交相似对角化
2011	22	解答	二维离散型随机变量的联合分布	随机变量函数的分布	相关系数计算
2011	23	解答	最大似然估计量	卡方分布的数字特征
2012	1	选择	曲线渐近线的条数	斜渐近线求法
2012	2	选择	乘积函数在一点的导数	导数定义
2012	3	选择	多元函数可微的充分必要条件	多元函数极限的存在性
2012	4	选择	定积分的比较与不等式	被积函数的周期性与符号
2012	5	选择	向量组线性相关性的判定	行列式判别线性相关
2012	6	选择	相似变换与可逆矩阵的选取	矩阵可相似对角化的判定
2012	7	选择	指数分布	独立随机变量比较大小的概率
2012	8	选择	相关系数计算	均匀分布
2012	9	填空	二阶常系数齐次线性微分方程	待定系数法求特解
2012	10	填空	定积分的换元法	定积分的几何意义
2012	11	填空	梯度的计算
2012	12	填空	第一类曲面积分的计算	曲面积分的对称性
2012	13	填空	秩为1矩阵的特征值	矩阵秩的计算
2012	14	填空	条件概率与乘法公式	互不相容事件
2012	15	解答	泰勒公式证明不等式	单调性证明不等式
2012	16	解答	多元函数无条件极值
2012	17	解答	幂级数的收敛域	逐项求导求和函数
2012	18	解答	参数方程的切线	一阶微分方程的几何应用	定积分求平面图形面积
2012	19	解答	格林公式化曲线积分为二重积分	补线法计算曲线积分
2012	20	解答	循环行列式的计算	含参线性方程组的讨论
2012	21	解答	二次型的秩	正交变换化二次型为标准形
2012	22	解答	二维离散型随机变量的联合分布	协方差的计算
2012	23	解答	正态分布的线性变换	最大似然估计量	无偏估计的判定
2013	1	选择	泰勒公式展开	无穷小阶的比较
2013	2	选择	曲面的切平面与法向量	隐函数求偏导
2013	3	选择	傅里叶级数的收敛定理	正弦级数的奇延拓与周期延拓
2013	4	选择	格林公式化曲线积分为二重积分	二重积分的比较
2013	5	选择	向量组等价的判定	矩阵乘法与行列向量组的关系
2013	6	选择	矩阵相似的充分必要条件	实对称矩阵正交相似对角化
2013	7	选择	正态分布的对称性与标准化	正态分布的概率比较
2013	8	选择	t分布与F分布的关系	抽样分布的分位点
2013	9	填空	隐函数求导	导数定义求数列极限
2013	10	填空	由解的结构反推微分方程通解	二阶常系数非齐次线性微分方程
2013	11	填空	参数方程求二阶导数
2013	12	填空	反常积分的计算	分部积分法
2013	13	填空	伴随矩阵性质 AA*=|A|E	行列式的计算
2013	14	填空	指数分布的无记忆性	条件概率与乘法公式
2013	15	解答	交换积分次序	变限积分与分部积分
2013	16	解答	幂级数系数递推与微分方程	逐项求导求和函数
2013	17	解答	多元函数无条件极值
2013	18	解答	拉格朗日中值定理分区间使用	辅助函数的构造	罗尔定理的重复使用
2013	19	解答	旋转曲面的方程	三重积分求形心坐标
2013	20	解答	矩阵方程的求解	线性方程组解的个数与秩的关系
2013	21	解答	二次型的矩阵表示	正交变换化二次型为标准形	秩为1矩阵的特征值
2013	22	解答	随机变量函数的分布	混合型分布函数的求法
2013	23	解答	矩估计量	最大似然估计量
2014	1	选择	曲线渐近线的条数	斜渐近线求法
2014	2	选择	凹凸性与弦的位置关系	函数凹凸性
2014	3	选择	交换积分次序	极坐标与直角坐标下二重积分的互化
2014	4	选择	定积分表示的最小二乘	三角函数系的正交性
2014	5	选择	行列式的计算	拉普拉斯展开
2014	6	选择	向量组线性相关性的判定	充分必要条件的判定
2014	7	选择	事件的独立性	概率的加法与减法公式
2014	8	选择	混合型概率密度的数字特征	方差的性质
2014	9	填空	曲面的切平面与法向量
2014	10	填空	周期函数的积分性质	奇函数的性质
2014	11	填空	齐次微分方程的变量代换
2014	12	填空	斯托克斯公式	空间曲线积分的参数化直接计算
2014	13	填空	二次型的正负惯性指数	配方法化二次型为标准形
2014	14	填空	无偏估计的判定	随机变量函数的期望
2014	15	解答	洛必达法则	变限积分求导	泰勒公式展开
2014	16	解答	隐函数求导	函数单调区间与极值
2014	17	解答	多元复合函数的二阶偏导数	二阶常系数非齐次线性微分方程
2014	18	解答	高斯公式补面法	曲面积分的对称性
2014	19	解答	夹逼准则求极限	正项级数敛散性的比较判别法
2014	20	解答	齐次方程组基础解系与通解	矩阵方程的求解
2014	21	解答	矩阵相似的充分必要条件	秩为1矩阵的特征值	矩阵可相似对角化的判定
2014	22	解答	全概率公式	混合型分布函数的求法	随机变量函数的期望
2014	23	解答	随机变量函数的期望	最大似然估计量	依概率收敛与大数定律
2015	1	选择	拐点的判定	函数凹凸性
2015	2	选择	由解的结构反推微分方程通解	二阶常系数非齐次线性微分方程
2015	3	选择	幂级数的收敛半径与收敛域	绝对收敛与条件收敛
2015	4	选择	极坐标与直角坐标下二重积分的互化
2015	5	选择	线性方程组解的个数与秩的关系	范德蒙行列式
2015	6	选择	正交变换化二次型为标准形	二次型的正负惯性指数
2015	7	选择	概率的基本不等式	概率的加法与减法公式
2015	8	选择	不相关与协方差为零	随机变量函数的期望
2015	9	填空	等价无穷小替换求极限
2015	10	填空	定积分的奇偶对称性
2015	11	填空	隐函数求偏导	全微分的计算
2015	12	填空	三重积分的对称性	直角坐标计算三重积分
2015	13	填空	行列式按行按列展开的递推
2015	14	填空	二维正态分布的独立性	正态分布的对称性与标准化
2015	15	解答	等价无穷小的判定	泰勒公式展开
2015	16	解答	导数的几何意义与切线方程	一阶线性微分方程通解公式
2015	17	解答	方向导数与梯度的最大值	条件极值与拉格朗日乘数法
2015	18	解答	导数定义证明求导法则	数学归纳法
2015	19	解答	空间曲线积分的参数化直接计算	斯托克斯公式
2015	20	解答	基变换的过渡矩阵	齐次方程组基础解系与通解
2015	21	解答	矩阵相似的充分必要条件	矩阵可相似对角化的判定
2015	22	解答	帕斯卡分布与独立重复试验	离散型随机变量的期望
2015	23	解答	矩估计量	最大似然估计量
2016	1	选择	反常积分的敛散性判别
2016	2	选择	分段函数的原函数	原函数的连续性与可导性
2016	3	选择	由解的结构反推微分方程通解	一阶线性微分方程通解公式
2016	4	选择	间断点的类型判定	分段函数分段点可导性
2016	5	选择	矩阵相似的性质	相似变换与可逆矩阵的选取
2016	6	选择	二次曲面的标准方程与正负惯性指数	正交变换化二次型为标准形
2016	7	选择	正态分布的对称性与标准化	参数对概率的单调影响
2016	8	选择	多项分布的方差协方差	相关系数计算
2016	9	填空	变限积分求导	等价无穷小替换求极限
2016	10	填空	旋度的计算
2016	11	填空	隐函数求偏导	全微分的计算
2016	12	填空	泰勒公式展开	高阶导数的计算
2016	13	填空	行列式按行按列展开的递推	友矩阵行列式
2016	14	填空	正态总体均值的区间估计
2016	15	解答	极坐标计算二重积分	心形线围成区域的积分
2016	16	解答	二阶常系数齐次线性微分方程	反常积分的敛散性判别
2016	17	解答	曲线积分与路径无关的条件	原函数的求法与最值
2016	18	解答	高斯公式	三重积分的对称性
2016	19	解答	拉格朗日中值定理证明不等式	绝对收敛与条件收敛	单调有界准则求数列极限
2016	20	解答	矩阵方程的求解	线性方程组解的个数与秩的关系	含参线性方程组的讨论
2016	21	解答	矩阵高次幂的计算	矩阵可相似对角化的判定
2016	22	解答	二维均匀分布	事件的独立性	混合型分布函数的求法
2016	23	解答	最大值的分布与概率密度	无偏估计的判定
2017	1	选择	分段函数的连续性	等价无穷小替换求极限
2017	2	选择	导数符号与函数单调性	绝对值函数的单调性
2017	3	选择	方向导数计算
2017	4	选择	定积分的几何意义	变限积分的性质
2017	5	选择	秩为1矩阵的特征值	矩阵可逆的判定
2017	6	选择	矩阵相似的充分必要条件	矩阵可相似对角化的判定
2017	7	选择	条件概率的比较与充分必要条件	事件的独立性
2017	8	选择	正态总体的抽样分布	卡方分布的构造
2017	9	填空	泰勒公式展开	高阶导数的计算
2017	10	填空	二阶常系数齐次线性微分方程
2017	11	填空	曲线积分与路径无关的条件
2017	12	填空	逐项积分求和函数	幂级数的收敛域
2017	13	填空	线性变换下向量组线性相关性的保持	矩阵秩的计算
2017	14	填空	混合型分布函数的期望	正态分布的数字特征
2017	15	解答	多元复合函数的二阶偏导数
2017	16	解答	定积分的定义与和式极限
2017	17	解答	隐函数求导	函数单调区间与极值
2017	18	解答	零点定理构造辅助函数	罗尔定理的重复使用	辅助函数的构造
2017	19	解答	空间曲线在坐标面上的投影	第一类曲面积分的计算
2017	20	解答	矩阵秩的计算	非齐次线性方程组解的结构
2017	21	解答	正交变换化二次型为标准形	实对称矩阵正交相似对角化
2017	22	解答	随机变量和的分布	全概率公式
2017	23	解答	随机变量函数的分布	矩估计量	最大似然估计量
2018	1	选择	分段函数分段点可导性	绝对值函数的可导性
2018	2	选择	曲面的切平面与法向量	过定点的切平面
2018	3	选择	数项级数求和	函数展开成幂级数
2018	4	选择	定积分的比较与不等式	定积分的奇偶对称性
2018	5	选择	矩阵相似的充分必要条件	矩阵秩的计算
2018	6	选择	矩阵秩的不等式	分块矩阵的秩
2018	7	选择	概率密度的对称性	概率的加法与减法公式
2018	8	选择	假设检验的显著性水平与拒绝域
2018	9	填空	1的无穷次幂型极限	等价无穷小替换求极限
2018	10	填空	分部积分法	导数的几何意义与切线方程
2018	11	填空	旋度的计算
2018	12	填空	第一类曲线积分的计算	空间曲线积分的对称性
2018	13	填空	由线性变换关系求特征值	行列式与特征值的关系
2018	14	填空	事件的独立性	条件概率与乘法公式
2018	15	解答	不定积分分部积分	变量代换求原函数
2018	16	解答	条件极值与拉格朗日乘数法	多元函数在有界闭区域上的最值
2018	17	解答	高斯公式补面法	曲面积分的对称性
2018	18	解答	一阶线性微分方程通解公式	周期解的存在唯一性
2018	19	解答	单调有界准则求数列极限	泰勒公式证明不等式
2018	20	解答	二次型的矩阵表示	二次型的规范形与惯性指数	齐次方程组基础解系与通解
2018	21	解答	初等矩阵与初等变换	矩阵方程的求解
2018	22	解答	协方差的计算	随机变量函数的分布	泊松分布的概率计算
2018	23	解答	最大似然估计量	随机变量函数的期望	方差的性质
2019	1	选择	无穷小阶的比较	泰勒公式展开
2019	2	选择	分段函数分段点可导性	极值的判定
2019	3	选择	级数敛散性的判定与反例	单调有界准则
2019	4	选择	曲线积分与路径无关的条件
2019	5	选择	由矩阵方程确定特征值	二次型的规范形与惯性指数
2019	6	选择	线性方程组解的个数与秩的关系	空间平面位置关系的代数刻画
2019	7	选择	概率的加法与减法公式	事件运算与概率相等的充分必要条件
2019	8	选择	正态分布的线性变换	独立正态变量之差的分布
2019	9	填空	多元复合函数求偏导
2019	10	填空	可分离变量微分方程	变量代换求解微分方程
2019	11	填空	函数展开成幂级数	逐项求导求和函数
2019	12	填空	第二类曲面积分化为二重积分
2019	13	填空	齐次方程组基础解系与通解	向量组线性相关性的判定
2019	14	填空	分布函数的性质	随机变量函数的分布
2019	15	解答	一阶线性微分方程通解公式	函数凹凸性	拐点的判定
2019	16	解答	方向导数与梯度的最大值	曲面面积的计算
2019	17	解答	广义积分求平面图形面积	等比级数求和
2019	18	解答	定积分递推公式	夹逼准则求极限
2019	19	解答	三重积分求形心坐标	柱面坐标计算三重积分
2019	20	解答	基变换的过渡矩阵	向量在基下的坐标
2019	21	解答	矩阵相似的充分必要条件	实对称矩阵正交相似对角化
2019	22	解答	随机变量函数的分布	不相关与协方差为零	事件的独立性
2019	23	解答	概率密度的规范性条件	最大似然估计量
2020	1	选择	无穷小阶的比较	变限积分求导	等价无穷小替换求极限
2020	2	选择	导数定义	函数极限存在与连续可导的关系
2020	3	选择	多元函数可微的充分必要条件	全微分的几何意义
2020	4	选择	幂级数的收敛半径与收敛域	阿贝尔定理
2020	5	选择	初等矩阵与初等变换	矩阵等价与方程组同解
2020	6	选择	空间直线的位置关系	向量组线性相关性的判定
2020	7	选择	概率的加法与减法公式	事件运算的概率计算
2020	8	选择	中心极限定理	二项分布的正态近似
2020	9	填空	等价无穷小替换求极限	泰勒公式展开
2020	10	填空	参数方程求二阶导数
2020	11	填空	二阶常系数齐次线性微分方程	反常积分的计算
2020	12	填空	变限积分求偏导	多元复合函数的二阶偏导数
2020	13	填空	行列式的计算	分块矩阵的行列式
2020	14	填空	协方差的计算	均匀分布
2020	15	解答	多元函数无条件极值
2020	16	解答	格林公式挖奇点法	曲线积分与路径无关的条件
2020	17	解答	幂级数系数递推与微分方程	逐项求导求和函数
2020	18	解答	高斯公式补面法	曲面积分的对称性
2020	19	解答	拉格朗日中值定理分区间使用	反证法证明最值为零
2020	20	解答	正交变换化二次型为标准形	二次型的特征值与迹
2020	21	解答	向量组线性无关的证明	矩阵可相似对角化的判定	相似变换与可逆矩阵的选取
2020	22	解答	全概率公式	二维分布函数的定义计算	正态分布的可加性
2020	23	解答	指数分布的无记忆性	最大似然估计量
2021	1	选择	分段函数的连续性	极值的判定	导数定义
2021	2	选择	多元复合函数求偏导	全微分的计算
2021	3	选择	泰勒公式展开	泰勒多项式的系数
2021	4	选择	定积分的定义与和式极限
2021	5	选择	二次型的正负惯性指数	配方法化二次型为标准形
2021	6	选择	施密特正交化
2021	7	选择	分块矩阵的秩	矩阵秩的不等式
2021	8	选择	条件概率的比较与充分必要条件	事件的独立性
2021	9	选择	无偏估计的判定	样本均值的方差与协方差运算
2021	10	选择	假设检验的两类错误
2021	11	填空	反常积分的计算
2021	12	填空	参数方程求二阶导数
2021	13	填空	欧拉方程求解
2021	14	填空	高斯公式
2021	15	填空	代数余子式之和的计算	伴随矩阵性质 AA*=|A|E
2021	16	填空	全概率公式	相关系数计算
2021	17	解答	等价无穷小替换求极限	泰勒公式展开
2021	18	解答	函数项级数的收敛域	逐项积分求和函数
2021	19	解答	条件极值与拉格朗日乘数法	空间曲线上的最值
2021	20	解答	二重积分取最值的区域	格林公式挖奇点法
2021	21	解答	实对称矩阵正交相似对角化	正定矩阵的判定	矩阵平方根的构造
2021	22	解答	均匀分布	随机变量函数的分布	随机变量函数的期望
2023	1	选择	斜渐近线求法	泰勒公式展开
2023	2	选择	二阶常系数齐次线性微分方程	解的有界性与特征根
2023	3	选择	参数方程求导	分段函数分段点可导性
2023	4	选择	绝对收敛与条件收敛	级数敛散性的判定与反例
2023	5	选择	分块矩阵的秩	矩阵秩的不等式
2023	6	选择	矩阵可相似对角化的判定	特征方程重根情形
2023	7	选择	向量组线性表示的条件	齐次与非齐次方程组的公共解
2023	8	选择	泊松分布的概率计算	随机变量函数的期望
2023	9	选择	?
2023	10	选择	无偏估计的判定	正态分布的线性变换	随机变量函数的期望
2023	11	填空	等价无穷小的判定	泰勒公式展开
2023	12	填空	曲面的切平面与法向量
2023	13	填空	傅里叶级数的收敛定理	余弦级数的偶延拓与周期延拓
2023	14	填空	周期性递推的定积分	定积分的区间可加性
2023	15	填空	非齐次线性方程组求解	向量内积与线性方程组
2023	16	填空	二项分布	独立随机变量相等的概率
2023	17	解答	导数的几何意义与切线方程	一阶线性微分方程通解公式	变限积分求导
2023	18	解答	多元函数无条件极值	极值定义法判定
2023	19	解答	高斯公式	三重积分的对称性
2023	20	解答	泰勒公式证明中值等式	辅助函数的构造	极值的必要条件
2023	21	解答	合同变换与可逆线性变换	配方法化二次型为标准形	二次型的正负惯性指数
2023	22	解答	二维连续型随机变量的概率计算	协方差的计算	随机变量函数的分布
2024	1	选择	变限积分的奇偶性	函数奇偶性的判定
2024	2	选择	第二类曲面积分化为二重积分	曲面积分的合一投影法
2024	3	选择	函数展开成幂级数	幂级数系数的提取与求和
2024	4	选择	导数定义	函数极限存在与连续可导的关系
2024	5	选择	线性方程组解的个数与秩的关系	空间平面位置关系的代数刻画
2024	6	选择	向量组线性相关性的判定	含参向量组的讨论
2024	7	选择	矩阵的迹与特征值	秩与特征值零的重数
2024	8	选择	正态分布的线性变换	正态分布的对称性与标准化
2024	9	选择	条件分布与全期望公式	协方差的计算
2024	10	选择	指数分布	随机变量函数的分布
2024	11	填空	泰勒公式展开	等价无穷小替换求极限
2024	12	填空	多元复合函数的二阶偏导数	全微分的计算
2024	13	填空	?
2024	14	填空	变量代换求解微分方程	可分离变量微分方程
2024	15	填空	柯西不等式与半正定矩阵	正定矩阵的判定
2024	16	填空	条件概率与乘法公式	独立重复试验的概率计算
2024	17	解答	极坐标计算二重积分	二重积分的分区域计算
2024	18	解答	曲面的切平面与法向量	多元函数在有界闭区域上的最值
2024	19	解答	泰勒公式证明不等式	定积分的估值与不等式
2024	20	解答	斯托克斯公式	空间曲线积分的参数化直接计算
2024	21	解答	矩阵高次幂的计算	实对称矩阵正交相似对角化	递推关系的矩阵表示
2024	22	解答	最大值的分布与概率密度	无偏估计的判定	均方误差最小化
2025	1	选择	变限积分求导	极值的判定	拐点的判定
2025	2	选择	绝对收敛与条件收敛	正项级数敛散性的比较判别法	莱布尼茨判别法
2025	3	选择	函数极限存在与连续可导的关系	变限积分的性质
2025	4	选择	交换积分次序
2025	5	选择	二次型的正负惯性指数	配方法化二次型为标准形
2025	6	选择	线性方程组解集的几何意义	向量组线性相关性的判定
2025	7	选择	矩阵秩的不等式	弗罗贝尼乌斯秩不等式
2025	8	选择	二维正态分布的独立性	方差的性质
2025	9	选择	二项分布的泊松近似
2025	10	选择	?
2025	11	填空	等价无穷小替换求极限	泰勒公式展开
2025	12	填空	傅里叶级数的收敛定理	正弦级数的奇延拓与周期延拓
2025	13	填空	方向导数计算
2025	14	填空	格林公式化曲线积分为二重积分	补线法计算曲线积分
2025	15	填空	方程组同解与秩的关系	矩阵秩的计算
2025	16	填空	事件的独立性	条件概率与乘法公式
2025	17	解答	有理函数的不定积分	部分分式分解
2025	18	解答	多元复合函数的二阶偏导数	欧拉方程求解	可降阶的二阶微分方程
2025	19	解答	导函数单调性的充分必要条件	拉格朗日中值定理分区间使用
2025	20	解答	旋转曲面的方程	高斯公式补面法
2025	21	解答	特征方程重根情形	矩阵方程的求解	齐次方程组基础解系与通解
